File Name,Class Label,Label,Subfolder Number,Features
Audio_Simulation_for_bicycle_sound_01.wav,0,Bics,1,"[-520.4346313476562, 22.284381866455078, -70.91748809814453, 90.9426498413086, -34.196224212646484, 37.521766662597656, -15.394697189331055, 19.956024169921875, -11.310091018676758, 15.95914077758789, -0.5346345901489258, 7.199917316436768, 10.774186134338379]"
Audio_Simulation_for_bicycle_sound_02.wav,0,Bics,1,"[-529.9641723632812, 16.8428897857666, -71.08843994140625, 88.83710479736328, -34.21283721923828, 38.45497512817383, -15.38917350769043, 16.45336151123047, -10.985365867614746, 15.629837036132812, -0.2240145057439804, 8.032120704650879, 12.800410270690918]"
Audio_Simulation_for_bicycle_sound_03.wav,0,Bics,1,"[-625.1487426757812, 28.812408447265625, -47.344200134277344, 63.996673583984375, -20.663040161132812, 28.28742027282715, -12.860087394714355, 17.260879516601562, -6.223692893981934, 11.426045417785645, -0.010492450557649136, 5.268432140350342, 7.0822906494140625]"
Audio_Simulation_for_bicycle_sound_04.wav,0,Bics,1,"[-602.750244140625, 45.02011489868164, -52.48252487182617, 76.65975952148438, -25.174388885498047, 35.830955505371094, -18.80967903137207, 24.142295837402344, -8.880187034606934, 12.325345039367676, -0.5110456347465515, 5.232263565063477, 7.477663516998291]"
Audio_Simulation_for_bicycle_sound_05.wav,0,Bics,1,"[-456.63531494140625, 42.61445999145508, -73.08423614501953, 96.16300964355469, -37.30354690551758, 43.43981170654297, -24.316221237182617, 26.905540466308594, -12.31214714050293, 15.340660095214844, -2.771843194961548, 6.768931865692139, 10.639507293701172]"
Audio_Simulation_for_bicycle_sound_06.wav,0,Bics,1,"[-431.7835693359375, 26.90770149230957, -83.50328063964844, 106.894775390625, -41.39164352416992, 47.05368423461914, -21.16525650024414, 24.00101661682129, -12.575395584106445, 18.717866897583008, -4.812465667724609, 8.23837661743164, 11.704944610595703]"
Audio_Simulation_for_bicycle_sound_07.wav,0,Bics,1,"[-420.7411193847656, 46.90668869018555, -74.67692565917969, 100.40084075927734, -35.97282791137695, 45.011837005615234, -27.548707962036133, 30.759798049926758, -15.052088737487793, 16.154884338378906, -4.314604759216309, 8.075875282287598, 7.945301055908203]"
Audio_Simulation_for_bicycle_sound_08.wav,0,Bics,1,"[-464.68780517578125, 13.395397186279297, -87.27301025390625, 105.04505920410156, -44.4323844909668, 44.31212615966797, -17.525089263916016, 16.11865234375, -13.321453094482422, 20.345983505249023, 0.008906642906367779, 10.012961387634277, 15.374492645263672]"
Audio_Simulation_for_bicycle_sound_09.wav,0,Bics,1,"[-556.1434326171875, 36.64031219482422, -58.2824821472168, 78.16259765625, -29.634258270263672, 35.29878616333008, -22.035879135131836, 24.737564086914062, -10.800887107849121, 13.417564392089844, -3.963972806930542, 6.009329319000244, 6.820855617523193]"
Audio_Simulation_for_bicycle_sound_10.wav,0,Bics,1,"[-529.8251342773438, 8.929359436035156, -76.33895111083984, 90.04963684082031, -39.1540412902832, 39.57521438598633, -12.863341331481934, 13.200607299804688, -11.067591667175293, 16.659881591796875, -1.4079238176345825, 8.027264595031738, 13.840781211853027]"
Audio_Simulation_for_bicycle_sound_11.wav,0,Bics,1,"[-708.3612670898438, 14.441887855529785, -42.681575775146484, 58.344398498535156, -20.048274993896484, 25.324649810791016, -6.987620830535889, 12.309877395629883, -5.779826641082764, 9.46922492980957, 0.7541288733482361, 3.234020471572876, 6.693126678466797]"
Audio_Simulation_for_bicycle_sound_12.wav,0,Bics,1,"[-489.0885009765625, 44.048282623291016, -64.9646987915039, 88.33941650390625, -30.73345375061035, 38.76423263549805, -23.18368911743164, 28.01744842529297, -12.466978073120117, 14.06755542755127, -2.210432291030884, 5.971131324768066, 7.752647399902344]"
Audio_Simulation_for_bicycle_sound_13.wav,0,Bics,1,"[-532.4238891601562, 15.297897338867188, -73.1706771850586, 91.74430084228516, -35.05838394165039, 38.037288665771484, -13.117460250854492, 15.922602653503418, -10.945122718811035, 16.727807998657227, 0.594743013381958, 7.828516483306885, 12.855456352233887]"
Audio_Simulation_for_bicycle_sound_14.wav,0,Bics,1,"[-445.512451171875, 39.49958419799805, -75.85384368896484, 98.98779296875, -36.66847610473633, 44.46727752685547, -25.104999542236328, 27.723838806152344, -13.221075057983398, 17.547470092773438, -3.3895628452301025, 8.113154411315918, 10.006653785705566]"
Audio_Simulation_for_bicycle_sound_15.wav,0,Bics,1,"[-698.9340209960938, -2.3320353031158447, -47.029380798339844, 56.25812530517578, -22.39305305480957, 23.01740264892578, -4.6421356201171875, 5.526317119598389, -6.189228534698486, 10.961734771728516, 0.7521129250526428, 5.092350006103516, 9.155016899108887]"
Audio_Simulation_for_bicycle_sound_16.wav,0,Bics,1,"[-769.6123657226562, 5.814279556274414, -27.599563598632812, 33.22358322143555, -13.94081974029541, 14.233746528625488, -5.147425174713135, 6.319594860076904, -4.241646766662598, 6.015352249145508, -0.6510251760482788, 2.604612350463867, 3.9859707355499268]"
Audio_Simulation_for_bicycle_sound_17.wav,0,Bics,1,"[-531.7933959960938, 18.59217643737793, -71.13870239257812, 89.72262573242188, -34.013309478759766, 36.914581298828125, -13.870579719543457, 16.389755249023438, -9.95073127746582, 16.98965835571289, 0.5911914706230164, 6.46747350692749, 10.905010223388672]"
Audio_Simulation_for_bicycle_sound_18.wav,0,Bics,1,"[-538.610595703125, 14.90668773651123, -72.06393432617188, 87.5838851928711, -36.29424285888672, 37.07550048828125, -14.231476783752441, 16.069889068603516, -10.422070503234863, 16.516719818115234, -0.6944905519485474, 6.830245018005371, 11.962894439697266]"
Bicycle_Chain_Sound_Effects_01.wav,0,Bics,1,"[-370.0532531738281, -0.633137583732605, -51.76583480834961, 63.893863677978516, -52.843841552734375, 46.333770751953125, -33.69989013671875, 18.329790115356445, -18.494731903076172, 8.7007474899292, -15.003246307373047, 6.195034503936768, 4.759485721588135]"
Bicycle_Chain_Sound_Effects_02.wav,0,Bics,1,"[-362.5338439941406, -1.2022817134857178, -51.83885955810547, 67.03153228759766, -54.79804992675781, 47.302730560302734, -35.35710906982422, 19.597482681274414, -18.359743118286133, 9.029601097106934, -14.424769401550293, 6.004443645477295, 5.305699348449707]"
Bicycle_Chain_Sound_Effects_03.wav,0,Bics,1,"[-353.7727355957031, -0.5175479054450989, -55.329280853271484, 67.83872985839844, -55.802799224853516, 48.529197692871094, -35.945556640625, 19.675106048583984, -18.860137939453125, 8.890035629272461, -14.424630165100098, 4.892455101013184, 4.581917762756348]"
Bicycle_Chain_Sound_Effects_04.wav,0,Bics,1,"[-355.7708740234375, 0.6950845122337341, -53.43267059326172, 67.76081848144531, -55.55184555053711, 48.8316650390625, -35.55964279174805, 19.808198928833008, -18.901962280273438, 7.495345115661621, -12.200215339660645, 4.168667793273926, 4.76072359085083]"
Bicycle_Chain_Sound_Effects_05.wav,0,Bics,1,"[-366.2789306640625, 3.1214988231658936, -69.72472381591797, 73.28091430664062, -66.75508117675781, 52.84708023071289, -42.080997467041016, 26.529508590698242, -24.522098541259766, 11.422551155090332, -14.172297477722168, 6.530274391174316, 3.385958671569824]"
Bicycle_Chain_Sound_Effects_06.wav,0,Bics,1,"[-300.7933654785156, -5.670193195343018, -67.34759521484375, 74.54685974121094, -64.15283966064453, 51.90248489379883, -38.777217864990234, 24.1319637298584, -22.139238357543945, 9.951643943786621, -13.836668014526367, 3.0481927394866943, 3.9336390495300293]"
Bicycle_Chain_Sound_Effects_07.wav,0,Bics,1,"[-304.144775390625, -5.687732219696045, -65.69269561767578, 73.06407928466797, -62.8995361328125, 52.14892578125, -39.31452560424805, 24.263017654418945, -22.118112564086914, 11.091814994812012, -14.810274124145508, 4.411484718322754, 4.076747894287109]"
Bicycle_Chain_Sound_Effects_08.wav,0,Bics,1,"[-356.674072265625, 5.287495136260986, -53.28379821777344, 65.58431243896484, -52.48710632324219, 47.22438049316406, -34.33583068847656, 20.329469680786133, -15.779142379760742, 7.696719169616699, -11.258310317993164, 4.039494514465332, 3.7187752723693848]"
Bicycle_Chain_Sound_Effects_09.wav,0,Bics,1,"[-366.6033020019531, 12.75153923034668, -51.40388488769531, 71.4240951538086, -56.895965576171875, 52.12289810180664, -32.715476989746094, 26.268896102905273, -17.471790313720703, 11.662744522094727, -11.240509033203125, 9.766249656677246, 4.339721202850342]"
Bicycle_Chain_Sound_Effects_10.wav,0,Bics,1,"[-356.04925537109375, 14.895768165588379, -46.17241287231445, 69.2768325805664, -50.43863296508789, 50.5078010559082, -30.056631088256836, 23.985445022583008, -14.445120811462402, 8.932539939880371, -10.453228950500488, 4.77776575088501, 5.353721618652344]"
Bicycle_Chain_Sound_Effects_11.wav,0,Bics,1,"[-352.7292175292969, 9.653100967407227, -51.740135192871094, 69.49378204345703, -55.265228271484375, 51.65365219116211, -31.718496322631836, 24.992753982543945, -16.255943298339844, 8.452376365661621, -9.821821212768555, 7.665985584259033, 6.512355327606201]"
Bicycle_Chain_Sound_Effects_12.wav,0,Bics,1,"[-339.93316650390625, 13.213105201721191, -46.96343994140625, 71.49044036865234, -51.41962432861328, 51.89701461791992, -32.02070236206055, 24.65113067626953, -16.225019454956055, 10.319457054138184, -10.535508155822754, 6.819578647613525, 5.161976337432861]"
Bicycle_sound_effect_01.wav,0,Bics,1,"[-252.96044921875, 25.101228713989258, -30.01953125, 65.22864532470703, -65.23020935058594, 57.73518371582031, -67.7423095703125, 32.105499267578125, -45.34696960449219, 6.990814685821533, -27.734403610229492, 11.661514282226562, -8.012392044067383]"
Bicycle_sound_effect_02.wav,0,Bics,1,"[-258.80999755859375, 22.51604652404785, -24.917863845825195, 63.66095733642578, -63.18251037597656, 56.70616912841797, -66.83860778808594, 30.983125686645508, -43.57807922363281, 5.8327507972717285, -26.097375869750977, 10.193206787109375, -8.081000328063965]"
Bicycle_sound_effect_03.wav,0,Bics,1,"[-286.0276184082031, 27.58235740661621, -29.093441009521484, 65.4122543334961, -60.85622024536133, 57.73293685913086, -64.7184829711914, 33.24833297729492, -41.28818893432617, 7.147002696990967, -24.032995223999023, 11.4827880859375, -7.746790409088135]"
Bicycle_sound_effect_04.wav,0,Bics,1,"[-252.20529174804688, 24.869171142578125, -28.911109924316406, 65.48321533203125, -65.55498504638672, 57.40446853637695, -68.49012756347656, 31.085529327392578, -44.973514556884766, 5.944828510284424, -27.44114875793457, 10.643471717834473, -7.600437164306641]"
Bicycle_sound_effect_05.wav,0,Bics,1,"[-267.4999084472656, 26.196575164794922, -26.5139217376709, 66.67707824707031, -65.74249267578125, 59.41464614868164, -69.23865509033203, 33.3087158203125, -44.15232467651367, 6.635766983032227, -26.05526351928711, 10.645413398742676, -8.515401840209961]"
Bicycle_sound_effect_06.wav,0,Bics,1,"[-288.9422607421875, 28.18701934814453, -28.135482788085938, 62.7955436706543, -59.77045440673828, 55.38362503051758, -62.904842376708984, 31.164533615112305, -40.14347457885742, 5.8446855545043945, -23.704256057739258, 9.720192909240723, -6.863575458526611]"
Bicycle_sound_effect_07.wav,0,Bics,1,"[-254.99349975585938, 23.456331253051758, -26.93162727355957, 64.33393096923828, -64.18266296386719, 56.4339714050293, -67.48109436035156, 30.16844940185547, -43.80670166015625, 5.028690338134766, -26.678909301757812, 9.297821998596191, -6.577484607696533]"
Bicycle_sound_effect_08.wav,0,Bics,1,"[-272.236328125, 26.028770446777344, -26.849096298217773, 67.04639434814453, -63.965694427490234, 59.88463592529297, -68.69255828857422, 33.616676330566406, -43.247222900390625, 6.63250732421875, -25.142953872680664, 11.201067924499512, -8.791419982910156]"
Bicycle_sound_effect_09.wav,0,Bics,1,"[-279.4064636230469, 29.628202438354492, -29.927705764770508, 64.44995880126953, -62.766151428222656, 56.345699310302734, -64.34947204589844, 31.467159271240234, -41.90384292602539, 5.973588466644287, -25.191761016845703, 9.843437194824219, -6.103403568267822]"
Bicycle_sound_effect_10.wav,0,Bics,1,"[-259.70977783203125, 23.892616271972656, -25.96182632446289, 64.45469665527344, -64.07640075683594, 56.88429641723633, -67.38813781738281, 30.59269905090332, -43.42985534667969, 5.118121147155762, -25.6706485748291, 8.936917304992676, -7.009451389312744]"
Bicycle_sound_effect_11.wav,0,Bics,1,"[-292.6463928222656, 27.17064666748047, -27.31973648071289, 64.55310821533203, -59.95307540893555, 56.960174560546875, -63.9865837097168, 32.244327545166016, -40.42760467529297, 6.321413993835449, -23.400203704833984, 10.429112434387207, -7.4773335456848145]"
Bicycle_sound_effect_12.wav,0,Bics,1,"[-250.66683959960938, 24.167600631713867, -27.96714210510254, 64.16632843017578, -64.87252807617188, 56.3214225769043, -67.7019271850586, 30.182992935180664, -43.97021484375, 4.745807647705078, -26.701797485351562, 9.711989402770996, -7.055845737457275]"
Bicycle_sound_effect_13.wav,0,Bics,1,"[-265.9010314941406, 25.444337844848633, -26.625017166137695, 65.96610260009766, -65.41656494140625, 59.017120361328125, -69.25310516357422, 33.10519790649414, -44.31818771362305, 6.987498760223389, -26.569076538085938, 11.044198989868164, -9.003076553344727]"
Bicycle_sound_effect_14.wav,0,Bics,1,"[-284.740478515625, 27.21678352355957, -28.371994018554688, 63.520259857177734, -60.365779876708984, 55.96004104614258, -63.77983474731445, 31.296213150024414, -40.64115905761719, 5.705946445465088, -23.659399032592773, 10.045618057250977, -7.15482234954834]"
Bicycle_sound_effect_15.wav,0,Bics,1,"[-254.29490661621094, 24.020231246948242, -27.849468231201172, 64.74847412109375, -64.44818115234375, 56.48165512084961, -67.49630737304688, 30.533235549926758, -43.85622787475586, 5.066084861755371, -26.651453018188477, 9.60801887512207, -6.448360919952393]"
Bicycle_sound_effect_16.wav,0,Bics,1,"[-270.626953125, 25.202791213989258, -25.484079360961914, 66.4924545288086, -64.73928833007812, 59.38246536254883, -69.29752349853516, 33.141204833984375, -43.86723709106445, 6.29113245010376, -25.199918746948242, 10.708635330200195, -8.734269142150879]"
Bicycle_sound_effect_17.wav,0,Bics,1,"[-270.6596374511719, 28.237211227416992, -32.1398811340332, 65.58243560791016, -63.59648513793945, 57.71002197265625, -65.91622161865234, 32.120628356933594, -42.962303161621094, 6.5085015296936035, -26.35441017150879, 10.651548385620117, -7.32664680480957]"
Bicycle_sound_effect_18.wav,0,Bics,1,"[-259.85546875, 25.287841796875, -27.643198013305664, 65.8345947265625, -65.59349060058594, 57.767696380615234, -68.49333953857422, 31.445537567138672, -44.31328201293945, 5.737155914306641, -26.38413429260254, 9.353912353515625, -7.031440734863281]"
Bicycle_sound_effect_19.wav,0,Bics,1,"[-295.3453369140625, 27.52524185180664, -26.6593074798584, 64.28863525390625, -60.16398620605469, 57.36699676513672, -63.88594436645508, 32.23016357421875, -40.30301284790039, 6.054365634918213, -23.507471084594727, 10.08216667175293, -7.5484185218811035]"
Bicycle_sound_effect_20.wav,0,Bics,1,"[-250.3209686279297, 25.1864070892334, -28.666902542114258, 64.94176483154297, -65.04039764404297, 56.79999923706055, -67.86683654785156, 30.493722915649414, -44.054237365722656, 4.949949264526367, -26.45403289794922, 9.739336967468262, -6.3841400146484375]"
Bicycle_sound_effect_21.wav,0,Bics,1,"[-266.2251281738281, 25.821115493774414, -27.454010009765625, 66.62937927246094, -66.36656188964844, 59.655784606933594, -69.71165466308594, 33.5152702331543, -44.90938186645508, 7.184438705444336, -26.694936752319336, 10.762714385986328, -9.070877075195312]"
Bicycle_sound_effect_22.wav,0,Bics,1,"[-285.9328308105469, 27.861448287963867, -28.38199234008789, 64.05685424804688, -60.49051284790039, 56.106937408447266, -63.79281234741211, 31.26651382446289, -40.64340591430664, 5.59291934967041, -23.732730865478516, 9.860918998718262, -7.033331394195557]"
Bicycle_sound_effect_23.wav,0,Bics,1,"[-253.20449829101562, 23.530189514160156, -28.087133407592773, 64.41263580322266, -64.46448516845703, 56.56267547607422, -67.81028747558594, 30.34125518798828, -44.27254104614258, 5.0787553787231445, -27.00218391418457, 9.664899826049805, -6.760199546813965]"
Bicycle_sound_effect_24.wav,0,Bics,1,"[-270.8123779296875, 25.690353393554688, -25.867937088012695, 67.03326416015625, -65.3314208984375, 59.37640380859375, -69.27235412597656, 33.06266784667969, -43.90766525268555, 6.075104713439941, -25.213890075683594, 10.155500411987305, -8.203330039978027]"
Bicycle_sound_effect_25.wav,0,Bics,1,"[-275.3078308105469, 27.745943069458008, -30.779571533203125, 63.34269332885742, -61.75339126586914, 55.97368240356445, -64.51314544677734, 31.192203521728516, -41.62989044189453, 5.618257999420166, -25.10441780090332, 9.870217323303223, -6.912982940673828]"
